rowid;name;part_sp;rate_abs;page_resp
4787;глузд;ім. ч. р.;100;96
4789;дощ;ім. ч. р.;100;96
4790;завдати;дієсл.;100;96
4791;зат;;100;96
4792;зерновий;прикметник;100;96
4793;золото;ім. с. р.;100;96
4794;колега;ім. ж. р.;100;96
4795;конструктор;ім. ч. р.;100;96
4796;кооперація;ім. ж. р.;100;96
4797;корумпований;прикметник;100;96
4799;мізерний;прикметник;100;96
4800;наділений;прикметник;100;96
4801;найвідоміший;прикметник;100;97
4802;найгірший;прикметник;100;97
4804;настанова;ім. ж. р.;100;97
4805;науково-педагогічний;прикметник;100;97
4806;небагато;прислівн.;100;97
4807;недійсний;прикметник;100;97
4808;новація;ім. ж. р.;100;97
4810;певно;прислівн.;100;97
4812;посилювати;дієсл.;100;97
4813;скасовувати;дієсл.;100;97
4814;туберкульоз;ім. ч. р.;100;97
4815;установлений;прикметник;100;97
4816;ухвалено;форма на -но/-то;100;97
4821;Горбаль;ім. ч. р.;99;97
4817;виключення;ім. с. р.;99;97
4820;вуличний;прикметник;99;97
4818;відтепер;прислівн.;99;97
4819;відчутний;прикметник;99;97
4822;досудовий;прикметник;99;97
4823;заперечення;ім. с. р.;99;97
4824;заснувати;дієсл.;99;97
4825;знаковий;прикметник;99;97
4826;знаний;прикметник;99;97
4827;комікс;ім. ч. р.;99;97
4828;конфліктний;прикметник;99;97
4829;кредитор;ім. ч. р.;99;97
4830;крутити;дієсл.;99;97
4833;м'яко;прислівн.;99;97
4831;маска;ім. ж. р.;99;97
4832;мислити;дієсл.;99;97
4834;невизначеність;ім. ж. р.;99;97
4835;олія;ім. ж. р.;99;97
4836;письменниця;ім. ж. р.;99;97
4837;плід;ім. ч. р.;99;97
4838;поводження;ім. с. р.;99;97
4839;порозуміння;ім. с. р.;99;97
4840;прогалина;ім. ж. р.;99;97
4841;проектний;прикметник;99;97
4842;рахувати;дієсл.;99;97
4843;регулюватися;дієсл.;99;97
4844;руйнування;ім. с. р.;99;97
4845;скаржити;дієсл.;99;97
4846;сп;;99;97
4847;степ;ім. ч. р.;99;97
4848;чф;;99;97
4849;борговий;прикметник;98;97
4850;будь-хто;займ.-ім.;98;97
4851;бютівець;ім. ч. р.;98;98
4855;вкладення;ім. с. р.;98;98
4856;втручатися;дієсл.;98;98
4852;віддалений;прикметник;98;98
4854;відчуватися;дієсл.;98;98
4853;відігравати;дієсл.;98;98
4857;гармонія;ім. ж. р.;98;98
4858;доти;прислівн.;98;98
4859;заплановано;форма на -но/-то;98;98
4860;започаткувати;дієсл.;98;98
4861;ксу;;98;98
4862;легітимний;прикметник;98;98
4864;львів'янин;ім. ч. р.;98;98
4863;лібералізація;ім. ж. р.;98;98
4865;меншість;ім. ж. р.;98;98
4866;небагато;числ.;98;98
4867;непопулярний;прикметник;98;98
4868;оборот;ім. ч. р.;98;98
4870;повторний;прикметник;98;98
4871;попередити;дієсл.;98;98
4872;працевлаштування;ім. с. р.;98;98
4873;преференція;ім. ж. р.;98;98
4874;примірник;ім. ч. р.;98;98
4875;протиправний;прикметник;98;98
4876;протиріччя;ім. с. р.;98;98
4869;піч;ім. ж. р.;98;98
4877;ранг;ім. ч. р.;98;98
4878;самоорганізація;ім. ж. р.;98;98
4879;слабкість;ім. ж. р.;98;98
4880;сльоза;ім. ж. р.;98;98
4881;соціум;ім. ч. р.;98;98
4882;тендерний;прикметник;98;98
4883;трапити;дієсл.;98;98
4884;шкіра;ім. ж. р.;98;98
4885;Австралія;ім. ж. р.;97;98
4898;Корея;ім. ж. р.;97;98
4901;Наталя;ім. ж. р.;97;99
4906;Португалія;ім. ж. р.;97;99
4886;агітація;ім. ж. р.;97;98
4887;бомба;ім. ж. р.;97;98
4888;виділений;прикметник;97;98
4890;ворожий;прикметник;97;98
4891;врожай;ім. ч. р.;97;98
4889;відкинути;дієсл.;97;98
4893;додатково;прислівн.;97;98
4892;дійство;ім. с. р.;97;98
4894;закономірність;ім. ж. р.;97;98
4895;зацікавити;дієсл.;97;98
4896;катеринославський;прикметник;97;98
4897;координаційний;прикметник;97;98
4899;малюнок;ім. ч. р.;97;98
4900;напруга;ім. ж. р.;97;98
4902;облаштування;ім. с. р.;97;99
4903;опитаний;прикметник;97;99
4904;парк;ім. ч. р.;97;99
4905;поглянути;дієсл.;97;99
4907;проза;ім. ж. р.;97;99
4908;регулярний;прикметник;97;99
4909;роздум;ім. ч. р.;97;99
4910;сума;ім. ч. р.;97;99
4911;тогочасний;прикметник;97;99
4912;усе-таки;прислівн.;97;99
4913;уточнити;дієсл.;97;99
4914;хребет;ім. ч. р.;97;99
4915;шведський;прикметник;97;99
4916;штучно;прислівн.;97;99
4929;Ірак;ім. ч. р.;96;99
4920;Владислав;ім. ч. р.;96;99
4953;Тому що;сполучн.;96;100
4954;Федір;ім. ч. р.;96;100
4956;Хорошковський;ім. ч. р.;96;100
4917;вакцина;ім. ж. р.;96;99
4918;виокремлювати;дієсл.;96;99
4919;відгук;ім. ч. р.;96;99
4921;гарантування;ім. с. р.;96;99
4922;гостро;прислівн.;96;99
4923;грант;ім. ч. р.;96;99
4924;заговорити;дієсл.;96;99
4925;зупинятися;дієсл.;96;99
4930;ймовірно;прислівн.;96;99
4931;кардинальний;прикметник;96;99
4932;кваліфікаційний;прикметник;96;99
4933;кошик;ім. ч. р.;96;99
4934;кошторис;ім. ч. р.;96;99
4935;лідерство;ім. с. р.;96;99
4936;марина;ім. ж. р.;96;99
4937;надовго;прислівн.;96;99
4938;наказати;дієсл.;96;99
4939;наперед;прислівн.;96;99
4940;невідкладний;прикметник;96;99
4941;нехаяти;дієсл.;96;99
4942;обрано;форма на -но/-то;96;99
4943;папа;ім. ч. р.;96;99
4944;позичальник;ім. ч. р.;96;99
4945;полк;ім. ч. р.;96;99
4946;прем'єр-міністр;ім. ч. р.;96;99
4947;привернути;дієсл.;96;99
4948;реформатор;ім. ч. р.;96;99
4949;розташування;ім. с. р.;96;99
4951;скарбниця;ім. ж. р.;96;100
4950;січ;ім. ж. р.;96;99
4952;тактичний;прикметник;96;100
4955;херсонський;прикметник;96;100
4957;чарівний;прикметник;96;100
4958;чистота;ім. ж. р.;96;100
4959;шанувати;дієсл.;96;100
4927;індустрія;ім. ж. р.;96;99
4928;інспектор;ім. ч. р.;96;99
4926;ієрархія;ім. ж. р.;96;99
4978;Індія;ім. ж. р.;95;100
4960;Бойко;ім. ч. р.;95;100
4967;Володимирович;ім. ч. р.;95;100
4994;Турчинов;ім. ч. р.;95;100
4996;Франка;ім. ч. р.;95;100
4997;Ян;ім. ч. р.;95;100
4961;вжити;дієсл.;95;100
4962;викликаний;прикметник;95;100
4963;вироблений;прикметник;95;100
4965;вкладник;ім. ч. р.;95;100
4966;волинський;прикметник;95;100
4964;візовий;прикметник;95;100
4968;дерев'яний;прикметник;95;100
4969;дніпровський;прикметник;95;100
4970;допит;ім. ч. р.;95;100
4971;енергоресурс;ім. ч. р.;95;100
4972;жах;ім. ч. р.;95;100
4973;закладено;форма на -но/-то;95;100
4974;запорука;ім. ж. р.;95;100
4975;зближення;ім. с. р.;95;100
4976;знайомство;ім. с. р.;95;100
4977;значущість;ім. ж. р.;95;100
4980;керування;ім. с. р.;95;100
4982;неформальний;прикметник;95;100
4981;нпф;;95;100
4983;обурення;ім. с. р.;95;100
4984;окружний;прикметник;95;100
4985;описувати;дієсл.;95;100
4986;переведення;ім. с. р.;95;100
4987;перерахунок;ім. ч. р.;95;100
4988;податківець;ім. ч. р.;95;100
4989;подвиг;ім. ч. р.;95;100
4990;порушено;форма на -но/-то;95;100
4991;румунський;прикметник;95;100
4992;русий;прикметник;95;100
4993;стикатися;дієсл.;95;100
4995;фаза;ім. ж. р.;95;100
4979;інтенсивний;прикметник;95;100
5015;Донецьку;ім. ч. р.;94;101
5042;Саркозі;ім. ч. р.;94;101
5043;Святослав;ім. ч. р.;94;101
4998;австрійський;прикметник;94;100
4999;адміністрування;ім. с. р.;94;100
5000;благодійність;ім. ж. р.;94;100
5001;верхівка;ім. ж. р.;94;101
5002;виготовляти;дієсл.;94;101
5008;вона;займ.;94;101
5009;вузол;ім. ч. р.;94;101
5003;відданий;прикметник;94;101
5005;відкидати;дієсл.;94;101
5006;відновлювати;дієсл.;94;101
5007;відстань;ім. ж. р.;94;101
5004;відібрати;дієсл.;94;101
5010;годинник;ім. ч. р.;94;101
5011;дельфінарій;ім. ч. р.;94;101
5012;дивізія;ім. ж. р.;94;101
5016;дуб;ім. ч. р.;94;101
5017;дужий;прикметник;94;101
5013;дівчинка;ім. ж. р.;94;101
5014;дізнавати;дієсл.;94;101
5018;замислюватися;дієсл.;94;101
5019;запуск;ім. ч. р.;94;101
5020;затриманий;прикметник;94;101
5021;захоплюватися;дієсл.;94;101
5022;здогадуватися;дієсл.;94;101
5023;зимовий;прикметник;94;101
5025;клітина;ім. ж. р.;94;101
5026;конкурентоспроможний;прикметник;94;101
5027;легалізація;ім. ж. р.;94;101
5028;мазепа;ім. ч. р.;94;101
5029;небажання;ім. с. р.;94;101
5030;невдалий;прикметник;94;101
5031;обшук;ім. ч. р.;94;101
5034;побажання;ім. с. р.;94;101
5035;потерпати;дієсл.;94;101
5036;прибутковий;прикметник;94;101
5037;присяга;ім. ж. р.;94;101
5038;провінція;ім. ж. р.;94;101
5032;півострів;ім. ч. р.;94;101
5033;підконтрольний;прикметник;94;101
5039;розміщений;прикметник;94;101
5040;садиба;ім. ж. р.;94;101
5041;самотужки;прислівн.;94;101
5044;удати;дієсл.;94;101
5045;фарба;ім. ж. р.;94;101
5046;цукровий;прикметник;94;101
5047;чернігівський;прикметник;94;101
5024;ісламський;прикметник;94;101
5048;аудит;ім. ч. р.;93;101
5049;будівельник;ім. ч. р.;93;101
5050;виконано;форма на -но/-то;93;101
5051;виниклий;прикметник;93;102
5052;виправданий;прикметник;93;102
5053;вирощувати;дієсл.;93;102
5054;включити;дієсл.;93;102
5056;годувати;дієсл.;93;102
5055;гірський;прикметник;93;102
5059;дж;;93;102
5057;диск;ім. ч. р.;93;102
5058;дискримінація;ім. ж. р.;93;102
5060;експансія;ім. ж. р.;93;102
5062;заможний;прикметник;93;102
5063;затримати;дієсл.;93;102
5064;здійснений;прикметник;93;102
5066;коливання;ім. с. р.;93;102
5067;медіа;ім. множ.;93;102
5068;методологія;ім. ж. р.;93;102
5069;мовлення;ім. с. р.;93;102
5070;обстановка;ім. ж. р.;93;102
5071;перебільшення;ім. с. р.;93;102
5073;привабливість;ім. ж. р.;93;102
5074;приналежність;ім. ж. р.;93;102
5075;провідник;ім. ч. р.;93;102
5072;піднесення;ім. с. р.;93;102
5076;рація;ім. ж. р.;93;102
5077;сплатити;дієсл.;93;102
5078;статутний;прикметник;93;102
5079;страшно;прислівн.;93;102
5080;фізика;ім. ж. р.;93;102
5081;фіксувати;дієсл.;93;102
5082;черкаський;прикметник;93;102
5083;чи;част.;93;102
5084;явний;прикметник;93;102
5061;єврокомісія;ім. ж. р.;93;102
5065;імператор;ім. ч. р.;93;102
5102;Порошенко;ім. ч. р.;92;103
5108;СНД;абревіатура;92;103
5112;Чернівці;ім. множ.;92;103
5085;важливіший;прикметник;92;102
5086;відзнака;ім. ж. р.;92;102
5087;глибинний;прикметник;92;102
5088;грандіозний;прикметник;92;102
5089;дошкільний;прикметник;92;102
5090;етичний;прикметник;92;102
5091;журналістський;прикметник;92;102
5092;зйомка;ім. ж. р.;92;102
5094;календар;ім. ч. р.;92;102
5095;кпрс;;92;102
5097;моз;;92;102
5096;міжурядовий;прикметник;92;102
5098;назустріч;прислівн.;92;102
5099;наполегливо;прислівн.;92;102
5100;натура;ім. ж. р.;92;102
5101;оун;;92;103
5103;постраждалий;прикметник;92;103
5104;привілей;ім. ч. р.;92;103
5105;присвятити;дієсл.;92;103
5106;прорив;ім. ч. р.;92;103
5107;розсуд;ім. ч. р.;92;103
5109;співачка;ім. ж. р.;92;103
5110;схвалити;дієсл.;92;103
5111;уміння;ім. с. р.;92;103
5093;імперський;прикметник;92;102
5113;барак;ім. ч. р.;91;103
5114;виплачувати;дієсл.;91;103
5115;е;;91;103
5117;зібраний;прикметник;91;103
5119;керований;прикметник;91;103
5120;куб;ім. ч. р.;91;103
5116;лояльність;ім. ж. р.;91;103
5121;орбіта;ім. ж. р.;91;103
5122;очолюваний;прикметник;91;103
5123;перекласти;дієсл.;91;103
5124;покладати;дієсл.;91;103
5125;помісний;прикметник;91;103
5126;продуктивність;ім. ж. р.;91;103
5127;розпорядник;ім. ч. р.;91;103
5128;сировинний;прикметник;91;103
5129;скидати;дієсл.;91;103
5130;складніше;прислівн.;91;103
5131;слушно;прислівн.;91;103
5132;сховище;ім. с. р.;91;103
5133;терпіти;дієсл.;91;103
5134;транснаціональний;прикметник;91;103
5135;турнір;ім. ч. р.;91;103
5136;ховатися;дієсл.;91;103
5137;цитувати;дієсл.;91;103
5138;чернівецький;прикметник;91;103
5139;четвер;ім. ч. р.;91;103
5140;щомісяця;прислівн.;91;103
5118;історично;прислівн.;91;103
5143;БЮТ;абревіатура;90;103
5142;Бродський;ім. ч. р.;90;103
5149;Данилишин;ім. ч. р.;90;103
5150;Джон;ім. ч. р.;90;103
5159;Карпати;ім. множ.;90;104
5188;Ялта;ім. ж. р.;90;104
5141;атрибут;ім. ч. р.;90;103
5144;веліти;дієсл.;90;103
5145;вміст;ім. ч. р.;90;103
5146;відпочивати;дієсл.;90;103
5147;вітчизняний;ім. ж. р.;90;103
5148;грубий;прикметник;90;103
5151;дозвільний;прикметник;90;104
5152;домінування;ім. с. р.;90;104
5153;достойний;прикметник;90;104
5154;дрібниця;ім. ж. р.;90;104
5155;експонат;ім. ч. р.;90;104
5157;з-поміж;прийм.;90;104
5160;комісар;ім. ч. р.;90;104
5161;кривий;прикметник;90;104
5162;кримінально-процесуальний;прикметник;90;104
5163;лишитися;дієсл.;90;104
5164;мінус;ім. ч. р.;90;104
5165;надано;форма на -но/-то;90;104
5166;найманий;прикметник;90;104
5167;невідповідність;ім. ж. р.;90;104
5168;неповний;прикметник;90;104
5169;ніша;ім. ж. р.;90;104
5170;ода;ім. ж. р.;90;104
5171;парадигма;ім. ж. р.;90;104
5172;переставати;дієсл.;90;104
5173;питний;прикметник;90;104
5174;повстання;ім. с. р.;90;104
5175;позивач;ім. ч. р.;90;104
5176;посвідчення;ім. с. р.;90;104
5177;пристойний;прикметник;90;104
5178;проголошувати;дієсл.;90;104
5179;свідоцтво;ім. с. р.;90;104
5180;світський;прикметник;90;104
5181;стадій;ім. ч. р.;90;104
5182;сухий;прикметник;90;104
5183;таблиця;ім. ж. р.;90;104
5184;татарин;ім. ч. р.;90;104
5185;точність;ім. ж. р.;90;104
5186;узагальнення;ім. с. р.;90;104
5187;учасниця;ім. ж. р.;90;104
5156;євроінтеграція;ім. ж. р.;90;104
5158;інакший;прикметник;90;104
5200;Йосип;ім. ч. р.;89;104
5189;авіаційний;прикметник;89;104
5190;акредитація;ім. ж. р.;89;104
5191;безглуздий;прикметник;89;104
5192;безкоштовно;прислівн.;89;104
5193;безпрецедентний;прикметник;89;104
5194;викладання;ім. с. р.;89;104
5195;випасти;дієсл.;89;104
5196;високотехнологічний;прикметник;89;104
5197;друкований;прикметник;89;104
5198;енергетик;ім. ч. р.;89;104
5199;закарпатський;прикметник;89;104
5201;коліно;ім. с. р.;89;105
5202;крило;ім. с. р.;89;105
5203;мріти;дієсл.;89;105
5204;наважитися;дієсл.;89;105
5205;надійність;ім. ж. р.;89;105
5206;оголошувати;дієсл.;89;105
5207;оприлюднений;прикметник;89;105
5208;оцінюватися;дієсл.;89;105
5209;пакт;ім. ч. р.;89;105
5212;по-іншому;прислівн.;89;105
5213;послухати;дієсл.;89;105
5210;півріччя;ім. с. р.;89;105
5211;підводний;прикметник;89;105
5214;рядовий;прикметник;89;105
5215;сніг;ім. ч. р.;89;105
5216;солодкий;прикметник;89;105
5217;сорт;ім. ч. р.;89;105
5218;стримувати;дієсл.;89;105
5219;сутичка;ім. ж. р.;89;105
5220;три;дієсл.;89;105
5221;унітарний;прикметник;89;105
5222;утворитися;дієсл.;89;105
5223;які;займ.-ім.;89;105
5234;Дніпропетровськ;ім. ч. р.;88;105
5243;Мирослав;ім. ч. р.;88;105
5257;Сербія;ім. ж. р.;88;106
5224;авіація;ім. ж. р.;88;105
5226;ближчий;прикметник;88;105
5227;вираз;ім. ч. р.;88;105
5225;висловлюватися;дієсл.;88;105
5229;всебічний;прикметник;88;105
5228;відчуження;ім. с. р.;88;105
5230;геніальний;прикметник;88;105
5231;державний;ім. ж. р.;88;105
5232;детально;прислівн.;88;105
5233;дешевше;прислівн.;88;105
5235;драма;ім. ж. р.;88;105
5236;дума;ім. ж. р.;88;105
5237;закріплено;форма на -но/-то;88;105
5238;зачепити;дієсл.;88;105
5239;зруйнований;прикметник;88;105
5241;кермо;ім. с. р.;88;105
5242;кобзар;ім. ч. р.;88;105
5244;мито;ім. с. р.;88;105
5246;належність;ім. ж. р.;88;105
5247;налічувати;дієсл.;88;105
5245;наївний;прикметник;88;105
5248;невдоволення;ім. с. р.;88;105
5249;описаний;прикметник;88;105
5250;погроза;ім. ж. р.;88;105
5251;подружжя;ім. с. р.;88;106
5252;прецедент;ім. ч. р.;88;106
5254;розкіш;ім. ж. р.;88;106
5255;розроблятися;дієсл.;88;106
5253;рідкісний;прикметник;88;106
5256;сказаний;прикметник;88;106
5259;скульптор;ім. ч. р.;88;106
5260;статок;ім. ч. р.;88;106
5261;сучасник;ім. ч. р.;88;106
5258;сірий;прикметник;88;106
5262;течія;ім. ж. р.;88;106
5263;фальшивий;прикметник;88;106
5264;фіскальний;прикметник;88;106
5265;хибний;прикметник;88;106
5240;імунітет;ім. ч. р.;88;105
5286;Індії;ім. ж. р.;87;106
5266;аспірант;ім. ч. р.;87;106
5267;африканський;прикметник;87;106
5268;ба;част.;87;106
5269;блакитний;прикметник;87;106
5270;вдарити;дієсл.;87;106
5271;вибачити;дієсл.;87;106
5272;вирішений;прикметник;87;106
5273;витрачатися;дієсл.;87;106
5274;вуста;ім. множ.;87;106
5275;грамота;ім. ж. р.;87;106
5276;дешевший;прикметник;87;106
5277;докласти;дієсл.;87;106
5278;ера;ім. ж. р.;87;106
5280;задіяний;прикметник;87;106
5281;заощадження;ім. с. р.;87;106
5282;заперечити;дієсл.;87;106
5283;записати;дієсл.;87;106
5284;змістовний;прикметник;87;106
5287;клан;ім. ч. р.;87;106
5288;лобістський;прикметник;87;106
5289;нак;;87;106
5290;натуральний;прикметник;87;106
5291;ознайомлення;ім. с. р.;87;106
5292;періодично;прислівн.;87;106
5294;подив;ім. ч. р.;87;106
5295;позбавляти;дієсл.;87;106
5296;популізм;ім. ч. р.;87;106
5297;правосвідомість;ім. ж. р.;87;106
5298;пристрій;ім. ч. р.;87;106
5299;присутній;ім. ч. р.;87;106
5300;провина;ім. ж. р.;87;106
5301;пустити;дієсл.;87;107
5293;підзаконний;прикметник;87;106
5303;рубель;ім. ч. р.;87;107
5302;різнитися;дієсл.;87;107
5304;спричинений;прикметник;87;107
5305;субота;ім. ж. р.;87;107
5306;термінологія;ім. ж. р.;87;107
5307;тривога;ім. ж. р.;87;107
5308;установчий;прикметник;87;107
5309;цпк;;87;107
5310;чаес;;87;107
5311;як-от;прислівн.;87;107
5279;єврейський;прикметник;87;106
5285;ікона;ім. ж. р.;87;106
5328;Норвегія;ім. ж. р.;86;107
5312;антиукраїнський;прикметник;86;107
5313;ввечері;прислівн.;86;107
5314;винятковий;прикметник;86;107
5315;водити;дієсл.;86;107
5316;десятиріччя;ім. с. р.;86;107
5317;досягнути;дієсл.;86;107
5319;зізнатися;дієсл.;86;107
5321;карпатський;прикметник;86;107
5322;ланцюжок;ім. ч. р.;86;107
5323;математика;ім. ж. р.;86;107
5324;мужність;ім. ж. р.;86;107
5325;найнижчий;прикметник;86;107
5326;неурядовий;прикметник;86;107
5327;нквс;;86;107
5329;обіцяний;прикметник;86;107
5330;одержавити;дієсл.;86;107
5331;отаман;ім. ч. р.;86;107
5332;паркан;ім. ч. р.;86;107
5333;переносити;дієсл.;86;107
5335;погода;ім. ж. р.;86;107
5336;погрожувати;дієсл.;86;107
5337;подекуди;прислівн.;86;107
5338;політикум;ім. ч. р.;86;107
5339;примусовий;прикметник;86;107
5334;піст;ім. ч. р.;86;107
5343;роз'яснення;ім. с. р.;86;107
5340;роза;ім. ж. р.;86;107
5341;розкривати;дієсл.;86;107
5342;розмірковувати;дієсл.;86;107
5344;рухомий;прикметник;86;107
5345;світоглядний;прикметник;86;107
5346;солідний;прикметник;86;107
5347;спровокувати;дієсл.;86;107
5348;схвалення;ім. с. р.;86;107
5349;тамтешній;прикметник;86;107
5350;тридцять;числ.;86;107
5351;ускладнення;ім. с. р.;86;108
5352;шедевр;ім. ч. р.;86;108
5318;євроатлантичний;прикметник;86;107
5320;іранський;прикметник;86;107
5365;Єхануров;ім. ч. р.;85;108
5353;байдуже;прислівн.;85;108
5354;блокувати;дієсл.;85;108
5355;високо;прислівн.;85;108
5356;виставити;дієсл.;85;108
5358;виходець;ім. ч. р.;85;108
5357;волосся;ім. с. р.;85;108
5359;геологічний;прикметник;85;108
5360;держзакупівля;ім. ж. р.;85;108
5361;десятий;прикметник;85;108
5362;дизайн;ім. ч. р.;85;108
5363;дід;ім. ч. р.;85;108
5364;ентузіазм;ім. ч. р.;85;108
5366;залишки;ім. множ.;85;108
5367;запрацювати;дієсл.;85;108
5368;знижка;ім. ж. р.;85;108
5370;ймовірність;ім. ж. р.;85;108
5371;колгосп;ім. ч. р.;85;108
5372;колесо;ім. с. р.;85;108
5373;консультант;ім. ч. р.;85;108
5374;лікарняний;прикметник;85;108
5375;мерія;ім. ж. р.;85;108
5376;методичний;прикметник;85;108
5377;міграційний;прикметник;85;108
5378;надбавка;ім. ж. р.;85;108
5379;непотрібний;прикметник;85;108
5380;нульовий;прикметник;85;108
5381;одночасний;прикметник;85;108
5382;озброєний;прикметник;85;108
5383;он;част.;85;108
5384;осмислення;ім. с. р.;85;108
5385;партизан;ім. ч. р.;85;108
5387;перерва;ім. ж. р.;85;108
5386;переїхати;дієсл.;85;108
5388;пленарний;прикметник;85;108
5389;побоюватися;дієсл.;85;108
5390;послідовність;ім. ж. р.;85;108
5391;потенційно;прислівн.;85;108
5392;провокувати;дієсл.;85;108
5393;р;;85;108
5394;радіоактивний;прикметник;85;108
5395;силою;прислівн.;85;108
5396;справити;дієсл.;85;108
5397;старовинний;прикметник;85;108
5398;стихійний;прикметник;85;108
5399;сценічний;прикметник;85;108
5401;українсько-російський;прикметник;85;109
5402;уточнення;ім. с. р.;85;109
5403;хворіти;дієсл.;85;109
5400;худоба;ім. ж. р.;85;108
5404;шкала;ім. ж. р.;85;109
5405;юнак;ім. ч. р.;85;109
5369;іспанський;прикметник;85;108
5412;Відень;ім. ч. р.;84;109
5406;автоматизований;прикметник;84;109
5407;автоматичний;прикметник;84;109
5409;вертоліт;ім. ч. р.;84;109
5408;взаємозв'язок;ім. ч. р.;84;109
5411;витримувати;дієсл.;84;109
5415;володар;ім. ч. р.;84;109
5414;воліти;дієсл.;84;109
5416;всіляко;прислівн.;84;109
5417;втекти;дієсл.;84;109
5413;віце-президент;ім. ч. р.;84;109
5419;генпрокурор;ім. ч. р.;84;109
5418;геній;ім. ч. р.;84;109
5420;грузинський;прикметник;84;109
5410;губернія;ім. ж. р.;84;109
5421;диктувати;дієсл.;84;109
5422;доза;ім. ж. р.;84;109
5423;екскурсія;ім. ж. р.;84;109
5424;експортер;ім. ч. р.;84;109
5425;загострення;ім. с. р.;84;109
5426;закономірний;прикметник;84;109
5427;залучений;прикметник;84;109
5430;коротко;прислівн.;84;109
5431;криміналістичний;прикметник;84;109
5432;матіос;;84;109
5433;менталітет;ім. ч. р.;84;109
5434;метрополітен;ім. ч. р.;84;109
5435;місячний;прикметник;84;109
5436;об'єм;ім. ч. р.;84;109
5437;образотворчий;прикметник;84;109
5438;оминути;дієсл.;84;109
5439;охоронець;ім. ч. р.;84;109
5440;ощадбанк;ім. ч. р.;84;109
5441;передовсім;прислівн.;84;109
5442;перенесення;ім. с. р.;84;109
5443;печерський;прикметник;84;109
5445;плем'я;ім. с. р.;84;109
5446;породити;дієсл.;84;109
5447;поспілкуватися;дієсл.;84;109
5448;проектування;ім. с. р.;84;109
5449;прописаний;прикметник;84;109
5450;публікувати;дієсл.;84;109
5444;підозрювати;дієсл.;84;109
5451;рпц;;84;110
5452;салон;ім. ч. р.;84;110
5454;спитати;дієсл.;84;110
5455;сполучення;ім. с. р.;84;110
5456;стартувати;дієсл.;84;110
5457;сусідство;ім. с. р.;84;110
5453;сільрада;ім. ж. р.;84;110
5458;тиснути;дієсл.;84;110
5459;товарний;прикметник;84;110
5460;ускладнювати;дієсл.;84;110
5461;установити;дієсл.;84;110
5462;ядро;ім. с. р.;84;110
5463;ясно;прислівн.;84;110
5428;інвестування;ім. с. р.;84;109
5429;іоносфера;ім. ж. р.;84;109
5475;Євро-2012;ім. с. р.;83;110
5496;Прага;ім. ж. р.;83;110
5511;Шопен;ім. ч. р.;83;111
5464;абсурд;ім. ч. р.;83;110
5465;безвізовий;прикметник;83;110
5466;буква;ім. ж. р.;83;110
5467;виповнитися;дієсл.;83;110
5468;вирізнятися;дієсл.;83;110
5471;вкрасти;дієсл.;83;110
5472;всенародний;прикметник;83;110
5469;відставати;дієсл.;83;110
5470;відходити;дієсл.;83;110
5473;героїчний;прикметник;83;110
5474;докладно;прислівн.;83;110
5476;замало;прислівн.;83;110
5477;запроваджено;форма на -но/-то;83;110
5478;зведений;прикметник;83;110
5480;кандидатський;прикметник;83;110
5481;ланцюг;ім. ч. р.;83;110
5482;лягти;дієсл.;83;110
5483;народжуваність;ім. ж. р.;83;110
5484;ненавидіти;дієсл.;83;110
5485;неповторний;прикметник;83;110
5486;нещодавній;прикметник;83;110
5487;ні;част.;83;110
5488;ніс;ім. ч. р.;83;110
5489;облігація;ім. ж. р.;83;110
5490;перше;прислівн.;83;110
5495;по-своєму;прислівн.;83;110
5491;політтехнолог;ім. ч. р.;83;110
5492;помешкання;ім. с. р.;83;110
5493;помилятися;дієсл.;83;110
5494;порушуватися;дієсл.;83;110
5497;прогнозований;прикметник;83;110
5498;рейтинговий;прикметник;83;110
5499;руда;ім. ж. р.;83;110
5500;спекуляція;ім. ж. р.;83;110
5502;спортсмен;ім. ч. р.;83;111
5501;спірний;прикметник;83;111
5503;стягнення;ім. с. р.;83;111
5504;тимчасово;прислівн.;83;111
5505;тонкий;прикметник;83;111
5506;трактування;ім. с. р.;83;111
5507;усередині;прийм.;83;111
5508;утримуватися;дієсл.;83;111
5509;фантастичний;прикметник;83;111
5510;чемпіон;ім. ч. р.;83;111
5512;юрисдикційний;прикметник;83;111
5479;інвалідність;ім. ж. р.;83;110
5537;Ніна;ім. ж. р.;82;111
5539;ПАР;ім. ч. р.;82;111
5513;бажано;присудкова форма;82;111
5514;базар;ім. ч. р.;82;111
5515;високопосадовець;ім. ч. р.;82;111
5516;географія;ім. ж. р.;82;111
5517;деградація;ім. ж. р.;82;111
5518;довжина;ім. ж. р.;82;111
5519;доданий;прикметник;82;111
5520;донині;прислівн.;82;111
5527;з'ясування;ім. с. р.;82;111
5521;замислитися;дієсл.;82;111
5522;заохочення;ім. с. р.;82;111
5523;затверджено;форма на -но/-то;82;111
5524;здійснено;форма на -но/-то;82;111
5526;зміцнити;дієсл.;82;111
5525;зіткнення;ім. с. р.;82;111
5528;йога;займ.-ім.;82;111
5529;керманич;ім. ч. р.;82;111
5530;контрабанда;ім. ж. р.;82;111
5531;літ;ім. ч. р.;82;111
5532;матеріально-технічний;прикметник;82;111
5533;наставати;дієсл.;82;111
5534;невдача;ім. ж. р.;82;111
